1	62	88.7968052457072	137.77440630484
1	38	615.685950625076	1016.08665857763
1	63	132.441921346095	199.208619201954
1	83	77.3608189124432	152.667755664182
1	13	295.874959387758	360.772497152039
1	95	146.791639762368	216.584703667579
1	85	148.565414882528	263.810401919851
1	110	142.671663750741	256.400087567142
1	17	236.911838056944	251.072908905227
1	86	286.896296007976	476.322061820796
1	24	169.639649351891	256.836444780339
1	25	625.968307944	923.424624399187
1	97	69.7714104856231	129.603758933262
1	1	324.58276653736	400.572016856766
1	8	466.952160099965	795.352104968657
1	69	79.5608940276135	153.995092115941
1	4	204.81411347157	233.538832945612
1	46	19.3557301314342	26.7851289410856
1	16	19.1683927337492	35.5993641144152
1	9	25.545534810771	43.8259844022392
1	101	629.260760453651	921.422947194057
1	51	277.739058805042	438.124574786874
1	104	229.60273301676	239.890828061264
1	106	60.5909953436772	66.5515034306619
1	277	217.396035622524	355.872365274429
1	76	71.4569993128334	85.8170614927487
1	93	66.6140853346391	103.699554518214
1	99	10.9995476114562	15.5346738524709
1	15	542.651063728449	621.559993593111
1	32	261.939269563155	496.863908132221
1	266	14.686511610023	17.7420304835506
1	59	261.808512523216	501.127979371201
1	78	383.700880582305	663.402621084811
1	211	116.272540172689	146.890985115997
1	77	395.591226350791	403.798642588293
1	5	105.234352038351	171.795825060168
1	91	233.555124422328	456.123600860193
1	112	544.488271115109	891.686144496987
1	102	300.936923302215	521.354136441519
1	119	90.8284157280943	114.584121688612
1	176	134.507950558564	226.423068704132
1	644	66.6559275629259	66.9620262045898
1	103	166.086452746804	292.186184252742
1	26	11.0192427043893	17.36128239229
1	88	205.470543758697	402.956931073233
1	29	62.5880664235857	76.4598834476392
1	744	109.244819690587	149.545591228046
1	42	139.319518566746	260.275937493214
1	90	438.072828053996	749.942721147916
1	242	751.143033767651	1434.28531414239
1	114	43.6249646291253	49.98484296724
1	115	234.544692291201	361.300296627441
1	107	409.34603792771	599.163618318436
1	39	345.689320993931	631.113905226491
1	96	142.473877208994	247.073975977558
1	58	366.275657646021	505.868540007932
1	256	266.188825625083	273.523705706937
1	22	239.523353011125	426.301810848401
1	14	418.174972634378	469.982578856171
1	782	546.570044824188	999.387282611908
1	54	396.640398600903	557.075495039171
1	50	253.912304818589	478.940922556653
1	56	368.993516107552	442.51884908397
1	400	373.332785709916	669.071133982609
1	84	119.947716997446	181.466196347855
1	442	401.884483316859	486.150259926802
1	113	528.614047362289	582.576677464608
1	64	521.92946031081	867.442656516798
1	11	72.2863068027824	140.896336676038
1	100	151.361240666062	172.750060428899
1	363	236.988449238701	403.195351187807
1	43	26.2902827450495	50.1187754117891
1	620	28.6199984674435	50.0186909968632
1	983	132.194036847071	252.158019358572
1	184	126.080145920664	222.094831607849
1	757	141.178970207078	145.720387580599
1	869	225.47501192264	309.254242722389
1	229	56.2596211760583	89.161370200959
1	294	85.3670802243832	94.1554867530028
1	98	109.132000852903	202.385758367855
1	228	384.973855025123	706.866270698658
1	350	572.995946995446	723.345387159752
1	57	165.286955757666	175.757321767877
1	540	579.315843935737	677.831301961994
1	617	192.305225649525	297.572061367801
1	170	499.331249323362	748.540109833268
1	49	522.307026880005	695.361628054097
1	73	164.509491227804	277.295600312693
1	643	56.2196867243478	103.500002029743
1	67	169.439268249757	325.227121143932
1	251	231.308097930303	324.380332952677
1	71	530.802878993937	855.330934175721
1	422	25.9213121635473	30.5749753772067
1	763	55.19144755052	101.504492278284
1	448	276.279673241675	512.427020915599
1	246	96.3864296378505	173.032427860871
1	20	39.7579150599232	66.6674463888052
1	79	11.5167144246012	15.6197646574423
1	118	10.9542802092406	14.4756683794363
1	41	122.348751439875	179.098809730919
1	6	38.0445001530668	39.1986359156393
1	535	489.111454084102	629.990844608287
1	423	349.390486847325	565.066019262746
1	835	404.770360138626	451.570891516134
1	141	129.982613049439	200.556266170003
1	748	459.675948397106	664.626169897941
1	3	77.325861430413	127.344356490096
1	801	70.7706267115523	97.1382229597554
1	94	122.752958532773	125.035704565716
1	135	268.293371693833	451.67623273182
1	537	171.421110947347	214.524448554961
1	686	35.1327200453415	52.8706049984575
1	80	128.976545645379	159.622727378352
1	966	476.308189562665	765.051845575836
1	136	148.485408615081	219.407174409476
1	786	307.277270503006	536.682041403091
1	877	389.598926557041	497.910665442991
1	12	52.0486248051974	100.455107830482
1	324	109.07934393458	174.902547434402
1	954	92.5572183814632	161.338009660107
2	78	21.5373497510037	37.9997870639572
2	73	39.315313614586	57.3781174767849
2	75	121.02499557148	206.337804226454
2	62	82.4257968032853	148.051723071868
2	19	200.96083630573	309.684344206237
2	33	492.078616401683	745.246336615783
2	26	131.615666661698	141.094296860031
2	52	62.034859292691	103.538320650187
2	22	21.9117336668594	42.6559314618318
2	79	120.344425197851	150.051616679912
2	829	216.754818073825	387.523981093087
2	58	38.9213017657964	57.9478072870228
2	84	394.73524884681	456.971806966453
2	18	11.0217804582891	18.5385291198047
2	48	259.551268496342	274.6653443846
2	74	212.489828239889	239.453907911572
2	81	261.213499898656	488.960060760528
2	15	380.017951098279	398.481095825502
2	66	138.832048347142	196.631451549605
2	7	396.122133505588	420.092167504035
2	56	317.440877634772	562.69136241153
2	45	24.8532156813206	49.3282906893186
2	82	81.8848520405054	100.978996349877
2	188	350.00113375811	382.557926972253
2	920	65.0976993763343	97.8888646899428
2	30	211.218205871628	335.720842953337
2	41	366.801054233127	595.884867445491
2	790	390.72196935244	570.808675268261
2	248	273.18607152588	370.426711039172
2	40	555.065259384953	1056.37543536035
2	253	219.652371057147	405.546210534724
2	323	354.211018087906	534.136846092059
2	60	31.7632428541608	54.0656489967673
2	47	57.646167366135	65.2803167852224
2	46	148.153315496702	227.759197772952
2	38	577.615594373837	719.264305111522
2	63	440.134272451575	688.623735171067
2	67	311.819307732777	442.100160463114
2	31	11.701543468843	22.4761477338064
2	5	225.686519408453	241.999811422032
2	92	251.954518540741	344.498893901736
2	88	450.542300326537	786.822092610364
2	27	56.1865827795987	98.0788574571521
2	842	343.699404781544	550.28997180093
2	86	375.230234047971	465.862709269362
2	899	409.400698136725	561.819790362355
2	800	19.4009270004001	30.9870635139447
2	89	273.549841309688	300.141165570758
2	3	98.3211662836006	111.19675555277
2	55	48.510975501738	69.0724517321664
2	51	119.27860692948	148.505522911269
2	575	59.2636107063217	116.885573779223
2	455	325.429253466627	338.017441863753
2	100	83.6212321140902	162.675978597848
2	13	119.985830408514	215.489685398805
2	532	297.549696041993	427.284994676669
2	28	105.85830075846	153.709479619892
2	90	112.32101306893	204.949359763341
2	127	70.8715101568361	72.3811434302012
2	624	53.0213310769858	95.928743766837
2	53	472.974861056532	567.566585210758
2	85	34.0183001728814	40.8423092874354
2	965	316.473755685833	450.232837404509
2	8	95.9790369695886	113.39573677607
2	776	107.548157672187	210.395214156074
2	170	80.8222621431678	129.654344996615
2	409	308.620836802116	363.06430892123
2	856	84.248269084491	89.7620126972747
2	21	117.841931493879	163.316783835317
2	80	57.6718412398695	110.012971001301
2	12	136.558816807605	197.113391144957
2	91	13.7306881713358	19.2544176853807
2	623	568.42310446148	1088.61423863271
2	596	451.951074647694	461.598212898257
2	93	135.111443952244	247.495078904813
2	347	228.136593837355	442.94886740483
2	305	35.8977135195852	58.605307625199
2	24	385.051888183249	439.192333734739
2	49	143.528553286348	242.651109872546
2	72	44.3119832004011	59.1809990411939
2	150	496.805373203384	777.396832496314
2	36	37.9852034454165	54.1236334143308
2	517	175.556667342576	192.448522105624
2	362	42.1512631248456	42.2222128086086
2	463	158.682005061154	303.1452056978
2	20	184.467665112795	206.606035179258
2	299	177.890577488528	284.334939406536
2	422	16.2489942001407	18.1192582693306
2	914	130.231092712018	157.280460746839
2	71	183.442214335521	261.730747637916
2	76	22.595092913413	31.1177124744485
2	16	505.050690851664	832.245886122518
2	822	63.2960668067895	121.517995444839
2	17	57.676788328065	68.5889512073406
3	18	383.269566285084	548.282984990525
3	6	755.96007042842	821.818130265544
3	14	25.7123136924171	27.0082891973523
3	16	549.363545893861	573.952688286041
3	629	63.3554680847355	80.2967255253551
3	17	535.953934994039	910.233140754729
3	4	146.27946140211	291.788018450514
3	12	57.4239019655734	81.1121857069364
3	19	23.2798068166151	40.8095740547215
3	7	356.331571294615	506.286548582817
3	1	475.733052746734	751.005996829144
3	8	542.520311917421	751.397141011792
3	871	296.606602653212	324.563701463432
3	841	537.183489262677	595.872775764057
3	9	56.4714237165039	63.2672764426576
3	11	513.29270002958	946.976755210196
3	10	169.882399536614	328.363575098467
3	75	108.868644935483	208.458803554969
3	5	51.0919188433755	62.9184801605887
3	946	86.8936840691109	163.505231621567
4	52	67.5381685632924	81.0757577370526
4	140	312.061447939864	360.747942421575
4	130	689.404723349681	718.078330687345
4	96	100.183052462145	113.363153616608
4	115	451.318326285723	857.306463387018
4	57	224.197179431653	245.995941971186
4	703	352.333241534575	576.738033534265
4	111	306.401738315076	512.630752711419
4	54	183.365355929996	214.805404840465
4	78	111.812303432642	151.884029545542
4	150	143.441618969404	151.91903464543
4	34	224.60417786129	245.384382358
4	114	118.339682339849	213.05724750345
4	161	234.527941306367	364.705464774404
4	45	83.9607631712969	97.7684061818444
4	519	12.0458854660605	17.7639993219762
4	60	114.917265936228	169.762347676977
4	157	36.898122221184	60.9623374081707
4	88	200.27365992231	288.058980416776
4	6	40.5491868874753	42.2106146797399
4	128	336.226696058282	482.955712213528
4	95	25.381157889674	36.0797081992268
4	17	634.717783065847	817.066587384962
4	20	220.882576117703	388.801325896718
4	27	406.222646355267	546.465792407357
4	155	376.759922250528	384.731136573605
4	64	65.9984657522284	123.56428056952
4	58	34.3029230284984	42.1656335683728
4	8	108.210114803729	171.159047226586
4	583	495.137618165993	609.862245201248
4	11	29.6396304553559	40.036930686757
4	529	32.5475813721063	57.9956540443861
4	44	208.534885528746	365.626012504783
4	14	38.5035083203127	54.4367086414461
4	7	97.7588278193766	112.958781599185
4	10	530.188071224926	870.611211686179
4	38	599.200556039438	1089.60304660585
4	12	336.5134661377	391.590805267892
4	18	182.717923200092	305.943518825715
4	109	275.898671339219	429.030763362669
4	137	402.791897765264	718.798052465623
4	113	18.0947015490824	31.626920770639
4	62	129.437029934226	189.200407136373
4	70	10.2280778066386	14.1220736052846
4	66	364.430158101688	557.934157843354
4	24	135.405821137785	227.736600896843
4	125	205.770838902225	248.76236738043
4	151	324.477173160984	490.811815420414
4	133	186.116618997472	277.564135392739
4	23	675.701688661101	1308.44595675437
4	158	353.800449830387	639.77242079957
4	228	32.0539555871179	60.2097548741708
4	141	221.564382590151	423.173702535067
4	406	449.158885406404	523.935180724944
4	3	179.364169538656	327.155964008441
4	134	372.148685873555	381.594222785824
4	106	457.563100827654	691.795603191762
4	39	337.498502644477	569.182664729453
4	92	115.129052195758	218.312432159658
4	103	286.349214734672	458.862488471649
4	61	176.520965262559	282.908024534836
4	119	173.056688642156	280.650132229705
4	159	445.438128190785	569.011981020067
4	167	140.876732941194	144.131660685472
4	276	196.80043845661	340.505992058486
4	33	107.161046607029	133.698091551409
4	139	424.739888370382	631.283574574361
4	110	36.6454705030869	64.5354407431727
4	98	262.34779878396	503.99072366377
4	72	69.6426839584684	88.0364661344517
4	112	52.1325334264583	74.1867307637237
4	162	114.920452458747	185.055397794438
4	156	177.067158538414	347.771732846794
4	71	255.580422904147	352.503416846353
4	40	446.334949894033	643.603768524052
4	59	180.293861163451	297.222591639457
4	971	271.179073250936	450.104355195742
4	91	90.9685093075822	123.774858234241
4	87	74.8626543059305	94.0117033107262
4	105	281.301274377527	431.046548936792
4	730	148.843011641336	160.115455672907
4	43	242.297127563645	298.867658438045
4	822	50.2422226100425	59.6967896561469
4	127	119.900756197935	128.860355473957
4	1	28.5452279972589	32.0650622144618
4	79	43.7234644283184	65.106267961697
4	104	133.295152100406	171.755140081491
4	85	627.775472415041	935.781045486834
4	19	76.2869204041953	104.627379865483
4	942	138.946147833926	171.520571690637
4	725	477.791964570429	632.99530368672
4	411	224.534760331518	278.015196917317
4	606	20.4310248403023	32.5664407331153
4	478	314.809493766543	326.699619167859
4	302	99.8214835696023	169.45191602009
4	107	147.525127329642	251.268758020127
4	74	274.167858472638	316.33141080937
4	41	338.247894046944	526.046248096007
4	153	82.0451903278219	146.415450828154
4	594	692.211428298713	745.920896886688
4	136	181.913153180812	196.156793518657
4	537	219.719687611665	271.470747601917
4	706	507.450620708731	591.515976815917
4	581	340.856517508559	354.831703211395
4	788	488.291555090012	548.395775045757
4	831	113.05177866018	220.435885472736
4	893	186.606753110237	294.41453275638
4	35	16.3687938672345	16.6977063501076
4	222	244.969356199247	371.943056190952
4	9	102.094324211634	174.632994678203
4	69	98.4167222950685	189.329583536876
4	289	59.2010385520761	92.9519859743919
4	499	35.106430036531	46.7357510351967
4	344	51.3359053625427	56.0479873585012
4	81	32.8732000211595	35.6787594675759
4	142	132.489622934949	240.60477911068
4	67	81.8725294349122	125.276426523397
4	118	252.583358062237	386.017641506944
4	90	62.8664572336089	86.9639038834016
4	47	263.002375962214	378.702722765851
4	520	164.349616362876	269.690767072232
4	173	304.485363972134	310.204218307066
4	671	51.5020574543169	94.7850488654923
4	199	283.321304800138	324.359580162925
4	48	22.4482059685738	33.2450189733544
4	22	646.551744263876	749.474143350734
4	731	619.232684076406	908.835886544506
4	21	81.2935495242912	106.548288537294
4	175	85.8776622432646	160.535724413754
4	702	86.6460535547911	145.437119079319
4	80	30.7554478704722	36.4107543687112
4	834	59.8712554741051	109.46171723956
4	121	292.891387531018	538.327603220672
4	300	39.9368259310428	60.256149944133
4	717	331.807312083341	648.5590740351
4	83	26.6646969628822	53.3008237674259
4	373	36.3583454635732	45.9890242035008
4	498	30.4146689327502	47.0706681072683
4	987	216.31571980208	312.320977149159
4	337	101.801996533201	159.757512821017
4	77	242.528499879189	404.281532116049
4	677	91.1411247007275	152.394879987174
4	84	272.811515202192	468.609850973645
4	667	66.0977129224212	113.259484012238
4	200	146.74124193226	180.055018296634
4	65	110.750701857149	154.089446565168
4	146	105.733587822753	207.360198551992
4	32	605.708530566519	1151.81033464655
4	791	88.9471708680257	162.017078929046
4	912	340.548618522728	457.722256012306
4	100	225.293632653679	436.166020996491
4	623	457.051901578462	594.418885905349
4	260	91.701036670106	112.846617624539
4	46	477.074330189766	687.118453139551
4	569	398.978075460055	619.866652310496
4	693	251.879052278529	366.300996389967
4	356	458.758247095513	483.384281881971
4	89	168.851641761536	330.11782825093
4	94	176.165826003144	341.032416460776
4	328	55.2138175346022	106.739252983871
4	2	118.819768698336	227.645105394157
4	126	31.2937723497365	44.1807487577622
4	265	45.3011203786829	51.6806768435535
4	944	60.4581178307804	68.8461480389933
5	183	13.3492854653621	14.1014942380643
5	82	186.132583893897	302.327191145842
5	72	317.672686203231	347.405137461526
5	107	466.709120057853	576.190633680923
5	12	220.739470259631	282.418085617224
5	117	10.689395387978	11.7358987145089
5	68	117.073875549749	171.071217152483
5	57	468.96354538154	855.301162515108
5	109	29.1887546112709	48.8929429217298
5	237	28.3562908290682	48.143689155345
5	191	46.8226960747608	89.1620337965853
5	25	30.6243361032681	44.6296045814106
5	52	341.784704700012	618.630032834993
5	158	327.31777136648	563.008267612865
5	201	569.387399301579	1049.75313097415
5	227	166.725278080779	282.022684468328
5	137	479.630774894557	629.934912439063
5	108	57.7783645856093	104.256856660128
5	51	67.6959952403307	72.0872516416471
5	224	105.150124325953	117.080196374245
5	85	164.847007648017	293.876475971634
5	171	26.6771419004896	42.7193349683358
5	161	307.557025988846	335.574038274937
5	113	161.667814355189	210.162213599726
5	11	120.418210860537	142.110874956587
5	128	12.2671977254875	24.2647975563327
5	53	56.9595062862893	86.7604672532284
5	91	260.344417084169	452.059488835266
5	217	265.418970157587	304.684977860004
5	63	478.988359962585	697.23286205455
5	182	31.6502796037357	32.009829414803
5	98	50.5623451585706	99.5919315022949
5	94	12.5430444416325	19.2038810813967
5	186	383.098975919699	587.264721462205
5	261	296.153856829812	452.089889781064
5	151	60.1649921355606	100.324531798457
5	22	131.398930013831	231.663630668562
5	141	25.67702324394	37.0513673073108
5	207	180.139645463852	214.567028924925
5	236	45.1033348427635	79.3977191292506
5	148	33.0526278889983	45.5773354946362
5	58	89.9701284030313	97.4421581713785
5	226	11.6633086771068	12.1247445682084
5	80	108.183946905278	196.531129616351
5	84	100.639852891974	198.275480432364
5	120	148.88206347026	169.754987095934
5	135	81.9023632071458	114.551758345731
5	15	237.061836080189	402.603603760345
5	114	640.357410062271	967.423319427839
5	901	57.5545371955049	61.610539902498
5	175	173.377991415271	178.034716955634
5	97	97.6910984640434	125.066044461702
5	164	443.63538938185	550.303028262366
5	253	119.511489174101	128.266010887385
5	192	15.8603851352168	27.0605469030841
5	4	271.66739386584	355.230106205712
5	132	20.2921876782981	32.9015508845443
5	194	349.628199735018	414.072305958003
5	214	253.168091022953	392.969220432043
5	26	144.669612445715	284.600059467212
5	28	165.210464722109	192.098581903708
5	375	251.361601335165	298.784143443799
5	220	31.9355917190833	34.9431863501615
5	86	128.73544817359	220.982719782877
5	851	481.541624409864	798.795411818683
5	208	234.88488929108	248.066173037971
5	49	19.6559049643836	34.7887083131634
5	228	100.29097651145	107.995488497288
5	139	62.1449323362414	85.2171333035174
5	202	139.428929837155	215.223841408789
5	102	267.951906904556	442.896208860173
5	21	31.3226701120486	37.2240496223148
5	198	109.417323257968	146.957672439573
5	459	61.6444704735859	88.4578349292136
5	95	29.223184225719	42.6383257918907
5	99	353.355757700911	386.760596450429
5	776	17.3988570726471	23.4066868166998
5	206	437.942211855642	600.858972673616
5	989	11.6475448886154	22.8987602211934
5	159	305.187917031901	590.307824727345
5	134	239.876187038085	245.919851431252
5	30	129.682414040287	251.103607286595
5	106	24.2113236217812	26.2584267581945
5	3	685.979834339106	1069.00244564495
5	17	601.417966636092	652.055412168404
5	116	281.234313580782	435.670599426704
5	233	56.0428537642783	76.2227350160617
5	103	291.050284728897	472.325651448812
5	115	44.3498816305538	56.0874354934305
5	648	108.123760593181	152.34678204101
5	100	54.0297537129511	69.5608052706317
5	50	16.2645630707334	24.6656976959308
5	212	348.724451535253	610.975572366142
5	105	39.3522464499586	50.4000161829183
5	894	449.249361068592	708.114502200031
5	2	14.0515289902927	20.5393966862649
5	126	349.711112194094	452.421387309131
5	19	13.5084771488367	26.3822620664484
5	983	157.847267379913	161.215054993534
5	104	28.5580885934448	44.0534710604894
5	138	181.548023100732	188.924518406455
5	406	518.863916644297	909.934220979644
5	71	195.711429978586	275.828244020086
5	33	66.1499109306139	111.312689272513
5	131	61.696477455877	111.828211067347
5	427	242.403393563071	469.861133211934
5	170	632.573867455392	1185.02691174301
5	46	506.748610798618	744.722982963558
5	222	376.368880032734	560.332914864364
5	36	112.847886952966	161.828646858226
5	734	146.454738300505	248.036461989142
5	200	190.692392953528	255.261211325013
5	210	375.60398417786	649.80897551266
5	185	56.66205711973	95.0827452214133
5	690	109.124928353413	205.194521307581
5	424	93.6378966172402	112.737594275539
5	234	75.1293074964216	140.736012955312
5	378	260.621319282158	290.829244334688
5	27	186.925678426831	265.984411539759
5	92	143.988189014601	160.149854309076
5	739	136.969448023927	208.074365834699
5	732	91.2750717635616	158.89721397198
5	628	41.7645168899393	73.2488336701821
5	152	36.8610092279785	42.1931277219689
5	860	210.018064677258	280.087494343154
5	955	91.0306650917189	165.576383345176
5	177	96.751575843781	173.811319795793
5	74	168.141276840186	176.33045209436
5	715	218.248993925866	252.130160600246
5	637	59.7219760761233	110.892476570339
5	229	101.851697026217	135.70699009635
5	13	272.419174111643	341.025174436862
5	96	269.636542972008	497.186363023389
5	246	411.898529476439	574.547083462429
5	130	641.86699940258	744.733206915285
5	591	381.406230369772	671.819106772173
5	705	544.692160673762	742.913590092238
5	598	334.32389397748	472.595169876399
5	59	752.037017135898	797.105663367384
5	812	103.687994062755	119.493915544119
5	32	35.3577637725313	48.698726986566
5	48	166.102579591844	317.17039682342
5	937	309.457355951638	445.440238195102
5	149	18.7468410249552	27.5351839175904
5	160	303.094163328919	443.784657184433
5	154	226.221647205866	448.21080306248
5	43	137.357931747734	259.249096002359
5	741	85.8014275486588	125.569822528799
5	704	213.174097427714	322.079480546874
5	124	134.935492133226	241.960360405925
5	178	640.742556915964	1160.66124803108
5	77	405.716672398484	452.417110489901
5	769	400.241450367142	595.709119857655
5	944	16.1833899198954	26.9251038508752
5	88	16.1817796263759	19.3480442411444
5	65	270.573379176004	271.600285983635
5	910	139.655162210416	274.897893741835
5	855	47.1171169323461	54.1458750514744
5	848	278.637459045573	407.16128943293
5	143	273.774981472536	486.01544095439
5	457	76.156205714753	113.600097646286
5	204	71.136203178268	111.271320110515
5	672	351.720005646218	465.355608275373
5	157	79.1162786963937	156.227902184017
5	199	254.886225881468	416.316072211531
5	580	142.601839233004	258.881348904975
5	112	409.969896246199	652.706842631285
5	867	412.197419585752	720.715828727592
5	518	37.3382623639602	58.3407509197083
5	643	237.958537673558	294.408018836904
5	256	393.795411396676	713.653204591097
5	503	257.566509058497	493.317353436199
5	45	415.25393363333	746.005544459842
5	991	381.997397954575	556.103655848364
5	193	310.512955707271	404.609855671218
5	218	96.3120719782599	150.953314124318
5	211	63.4476761750168	81.8578904022984
5	56	293.052065784602	575.308978367608
5	219	656.958194040208	896.19545033636
5	123	458.246317005831	837.12023104799
5	6	267.932074415466	400.378432181561
5	142	523.756528076602	996.214116606811
5	16	56.8406424554254	102.356278094911
5	993	36.2992981813379	42.1303997933562
5	180	21.5352382494766	37.3606095020794
5	179	501.45839348969	644.664959282181
5	69	498.554986341184	544.232405970615
5	70	90.9694595965415	134.293299879408
5	675	500.248100905795	984.029021243334
5	689	48.4004583956676	87.7866764584677
5	710	486.281008077916	666.66639191519
5	203	396.531278020484	603.286016059787
5	270	499.266435693608	603.487286467709
5	629	23.6145396892049	46.70606019676
5	849	202.840051270481	270.995482816361
5	793	431.97571893594	659.601204028355
5	127	214.659209496649	338.177229100761
5	393	26.8739020889038	41.2807699983705
5	101	156.815498048354	293.136732566639
5	639	177.184961943042	272.847477184942
5	24	147.614434919606	231.753222770249
5	787	255.343290701203	369.760179338647
5	965	579.08303435756	906.259822718538
5	174	349.188973740297	570.342038665348
5	488	67.5239726968687	73.584364413214
